Time,Energy
0.0,1000.0
1.0,976.8151
2.0,900.17737
3.0,860.2864
4.0,832.14075
5.0,815.39026
6.0,799.549
7.0,794.0215
8.0,791.3797
9.0,786.0079
10.0,776.3782
11.0,773.3856
12.0,773.7787
13.0,763.8201
14.0,764.06824
15.0,760.12915
16.0,760.9371
17.0,752.9728
18.0,750.75964
19.0,750.694
20.0,749.0942
21.0,746.6667
22.0,745.1609
23.0,745.9532
24.0,743.36084
25.0,736.78143
26.0,734.13635
27.0,729.29114
28.0,724.25616
29.0,723.53217
30.0,721.2916
