Time,Energy
0.0,1000.0
1.0,960.5462
2.0,869.6127
3.0,828.03094
4.0,804.7884
5.0,786.9773
6.0,770.2868
7.0,759.805
8.0,747.5996
9.0,737.0175
10.0,729.04675
11.0,720.6813
12.0,713.44336
13.0,707.8858
14.0,701.1866
15.0,695.5591
16.0,690.6408
17.0,686.19464
18.0,683.0742
19.0,678.96967
20.0,675.83136
21.0,672.57684
22.0,669.9109
23.0,666.9635
24.0,664.2554
25.0,661.9227
26.0,659.35895
27.0,657.3324
28.0,655.1978
29.0,652.96466
30.0,651.45447
