Time,Energy
0.0,1000.0
1.0,993.9257
2.0,945.6052
3.0,824.2665
4.0,783.2243
5.0,759.2648
6.0,723.4492
7.0,705.55115
8.0,682.61926
9.0,697.73804
10.0,706.0481
11.0,690.25385
12.0,711.5617
13.0,688.7924
14.0,672.5403
15.0,674.6563
16.0,666.14355
17.0,665.1103
18.0,666.02966
19.0,668.5652
20.0,672.5974
21.0,669.89124
22.0,688.4207
23.0,695.70776
24.0,664.27216
25.0,662.18164
26.0,665.343
27.0,649.3166
28.0,650.1228
29.0,639.8075
30.0,643.02563
