Time,Energy
0.0,1000.0
1.0,779.89465
2.0,618.49963
3.0,608.33386
4.0,570.1863
5.0,564.97864
6.0,565.8423
7.0,559.6874
8.0,557.00354
9.0,557.5464
10.0,556.8698
11.0,555.9372
12.0,555.881
13.0,555.90826
14.0,555.71533
15.0,555.62683
16.0,555.6438
17.0,555.6255
18.0,555.5938
19.0,555.5907
20.0,555.59204
21.0,555.5862
22.0,555.5829
23.0,555.5833
24.0,555.5829
25.0,555.58154
26.0,555.5813
27.0,555.58154
28.0,555.5815
29.0,555.58154
30.0,555.5814
