Time,Energy
0.0,1000.0
1.0,999.8798
2.0,915.78186
3.0,872.9029
4.0,841.1141
5.0,814.99115
6.0,801.3565
7.0,800.2086
8.0,789.4283
9.0,785.9675
10.0,781.61383
11.0,775.45135
12.0,770.5389
13.0,764.9925
14.0,768.04395
15.0,759.1506
16.0,760.44556
17.0,756.21124
18.0,754.32684
19.0,746.6152
20.0,749.12384
21.0,745.3936
22.0,747.31146
23.0,743.3524
24.0,745.4371
25.0,737.2776
26.0,734.69934
27.0,728.4784
28.0,728.9028
29.0,725.2915
30.0,722.18463
