Time,Energy
0.0,1000.0
1.0,918.703
2.0,864.2058
3.0,827.2989
4.0,793.9021
5.0,771.3612
6.0,762.06384
7.0,748.92004
8.0,732.4746
9.0,729.0141
10.0,714.90454
11.0,714.4093
12.0,702.3926
13.0,700.61676
14.0,695.0082
15.0,685.9587
16.0,683.6946
17.0,679.6705
18.0,673.04016
19.0,671.70074
20.0,667.69696
21.0,662.4952
22.0,660.85724
23.0,658.97034
24.0,654.5681
25.0,653.9828
26.0,651.64514
27.0,647.807
28.0,647.41766
29.0,645.15735
30.0,642.41974
