Time,Energy
0.0,1000.0
1.0,998.2777
2.0,939.5708
3.0,887.23145
4.0,838.8101
5.0,799.2053
6.0,782.2738
7.0,776.66675
8.0,768.3429
9.0,766.4599
10.0,767.4914
11.0,763.1311
12.0,764.2765
13.0,760.4993
14.0,761.65924
15.0,755.7126
16.0,757.2922
17.0,754.7941
18.0,752.3983
19.0,754.6776
20.0,749.1821
21.0,748.1319
22.0,750.42035
23.0,745.3406
24.0,744.5244
25.0,746.46277
26.0,742.91144
27.0,744.2309
28.0,740.1814
29.0,741.8916
30.0,739.2237
