Time,Energy
0.0,1000.0
1.0,790.44086
2.0,685.6773
3.0,650.7778
4.0,634.55975
5.0,626.2689
6.0,621.62805
7.0,618.9103
8.0,617.3157
9.0,616.4144
10.0,615.92737
11.0,615.6625
12.0,615.49176
13.0,615.38434
14.0,615.3242
15.0,615.29095
16.0,615.2727
17.0,615.26105
18.0,615.2542
19.0,615.2504
20.0,615.2479
21.0,615.2463
22.0,615.2453
23.0,615.2447
24.0,615.2446
25.0,615.2443
26.0,615.2442
27.0,615.2441
28.0,615.2441
29.0,615.2441
30.0,615.2441
