Time,Energy
0.0,1000.0
1.0,985.7765
2.0,871.1469
3.0,828.56885
4.0,803.45105
5.0,786.6394
6.0,769.84906
7.0,755.3221
8.0,743.76294
9.0,734.5401
10.0,725.2774
11.0,716.7551
12.0,709.2755
13.0,703.1022
14.0,697.3172
15.0,691.7718
16.0,686.57745
17.0,682.0688
18.0,678.1404
19.0,674.4252
20.0,670.9001
21.0,667.57196
22.0,664.49133
23.0,661.7367
24.0,659.219
25.0,656.8071
26.0,654.5105
27.0,652.3587
28.0,650.3743
29.0,648.55554
30.0,646.83185
