Time,Energy
0.0,1000.0
1.0,952.69354
2.0,864.25037
3.0,826.6564
4.0,799.9008
5.0,781.0851
6.0,769.4332
7.0,754.95087
8.0,744.13727
9.0,734.66364
10.0,725.22003
11.0,716.5329
12.0,709.164
13.0,703.1897
14.0,697.35754
15.0,691.7036
16.0,686.4881
17.0,682.1327
18.0,678.1681
19.0,674.3125
20.0,670.5932
21.0,667.1431
22.0,664.17615
23.0,661.5133
24.0,658.9333
25.0,656.4262
26.0,654.0398
27.0,651.89996
28.0,650.0282
29.0,648.2628
30.0,646.53455
